,ID,PERFORMANCE_INDEX,EMISSIONS_CO2,URBAN_CONSUMPTION,DISPLACEMENT,CAPACITY,PISTON_COUNT,BLENDED_CONSUMPTION,GEARBOX_TYPE,OUTPUT,BODY_STYLE,EFFICIENCY_RATIO,YEARS_IN_SERVICE,MILEAGE,HIGHWAY_USAGE,ENERGY_SOURCE,EFFICIENCY_RATING
4074,4123,92.20830757,228.0,6.3,1.6,5.0,4.0,8.3,Manual,91.0,COMPACT,1.38,10.0,12.0,5.6,Petrol,32.0
4075,4124,84.30912896,272.0,14.0,3.6,4.0,6.0,12.8,Automatic,182.0,MINICOMPACT,1.47,10.0,19.0,10.6,Gas,24.0
4076,4125,109.9295122,237.0,9.7,1.6,5.0,4.0,9.6,Automatic,124.0,COMPACT,1.45,10.0,21.0,10.2,Petrol,31.0
4077,4126,63.91270522,262.0,17.7,3.3,5.0,8.0,12.4,Automatic,249.0,SUV - SMALL,1.3,10.0,19.0,13.0,Petrol,21.0
4078,4127,92.30009981,229.0,11.9,2.4,5.0,4.0,8.4,Automatic,96.0,MID-SIZE,1.25,10.0,21.0,8.2,Petrol,35.0
4079,4128,107.5521691,262.0,11.4,2.6,5.0,4.0,11.5,Automatic,109.0,COMPACT,1.48,10.0,19.0,8.6,Petrol,29.0
4080,4129,52.57994702,184.0,9.3,1.8,5.0,4.0,5.1,Automatic,55.0,COMPACT,1.42,10.0,16.0,6.7,Gas,33.0
4081,4130,97.47896494,285.0,17.1,2.9,5.0,4.0,11.9,Manual,265.0,TWO-SEATER,1.52,10.0,22.0,9.0,Petrol,15.0
4082,4131,87.79541035,242.0,19.9,2.1,2.0,4.0,11.5,Manual,103.0,SUBCOMPACT,1.47,10.0,21.0,9.0,Petrol,22.0
4083,4132,54.2723263,239.0,10.7,3.8,5.0,6.0,12.8,Automatic,174.0,MID-SIZE,1.47,10.0,16.0,9.9,Gas,21.0
4084,4133,190.1918857,207.0,9.6,2.2,12.0,4.0,8.2,Automatic,96.0,SUBCOMPACT,1.31,10.0,20.0,6.0,Petrol,52.0
4085,4134,78.16916985,242.0,11.6,4.7,2.0,8.0,12.9,Automatic,236.0,SUBCOMPACT,1.5,10.0,17.0,13.7,Gas,20.0
4086,4135,72.90123545,429.0,20.5,5.1,3.0,8.0,23.5,Automatic,276.0,TWO-SEATER,1.52,10.0,18.0,14.0,Gas,21.0
4087,4136,108.0045145,233.0,7.5,2.3,5.0,4.0,9.7,Automatic,115.0,COMPACT,0.87,10.0,17.0,6.2,Petrol,25.0
4088,4137,102.4823838,240.0,20.4,3.1,5.0,6.0,22.5,Automatic,301.0,PICKUP TRUCK - STANDARD,1.01,10.0,19.0,13.6,Petrol,19.0
4089,4138,167.2662379,249.0,11.5,2.3,5.0,4.0,6.4,Automatic,95.0,SUV - SMALL,1.26,10.0,19.0,9.4,Petrol,26.0
4090,4139,114.1251515,196.0,9.5,2.3,5.0,4.0,10.0,Automatic,106.0,MID-SIZE,0.98,10.0,10.0,6.1,Petrol,33.0
4091,4140,64.8698411,257.0,16.4,5.7,5.0,8.0,16.8,Automatic,247.0,FULL-SIZE,1.53,10.0,19.0,10.8,Gas,20.0
4092,4141,95.61510917,388.0,14.4,4.3,5.0,8.0,20.3,Automatic,203.0,COMPACT,1.55,10.0,16.0,9.4,Gas,28.0
4093,4142,93.94296937,237.0,8.7,1.3,2.0,6.0,12.6,Manual,136.0,TWO-SEATER,1.39,10.0,19.0,10.5,Gas,29.0
4094,4143,67.13704783,250.0,13.5,4.1,5.0,6.0,13.2,Automatic,158.0,COMPACT,1.49,10.0,17.0,10.8,Gas,23.0
4095,4144,117.4728444,179.0,7.7,1.6,5.0,4.0,6.7,Manual,90.0,SUV - SMALL,1.25,10.0,13.0,5.7,Petrol,53.0
4096,4145,100.3002342,226.0,7.5,1.6,5.0,4.0,6.5,Manual,95.0,SUV - SMALL,1.38,10.0,19.0,6.3,Petrol,37.0
4097,4146,63.99400681,181.0,5.9,1.6,5.0,4.0,7.8,Manual,72.0,MID-SIZE,1.47,10.0,17.0,5.3,Gas,33.0
4098,4147,101.9474353,277.0,11.9,1.7,5.0,4.0,8.0,Manual,104.0,TWO-SEATER,1.32,10.0,18.0,7.5,Gas,40.0
4099,4148,52.89204691,465.0,22.6,4.2,3.0,8.0,18.5,Automatic,346.0,SUV - STANDARD,1.46,10.0,23.0,14.7,Gas,15.0
4100,4149,66.46188904,195.0,4.7,1.7,3.0,4.0,8.8,Manual,68.0,TWO-SEATER,1.59,10.0,17.0,7.2,Petrol,40.0
4101,4150,53.56539585,247.0,7.8,2.7,5.0,8.0,11.4,Automatic,97.0,MID-SIZE,1.39,10.0,19.0,9.3,Petrol,20.0
4102,4151,62.34920802,267.0,18.1,3.7,5.0,8.0,10.6,Automatic,213.0,COMPACT,1.7,10.0,24.0,12.0,Gas,20.0
4103,4152,108.8838566,226.0,10.6,2.0,5.0,4.0,5.9,Automatic,87.0,COMPACT,1.51,10.0,18.0,6.8,Gas,28.0
4104,4153,115.0570838,306.0,13.1,2.3,5.0,4.0,9.2,Automatic,78.0,SUV - SMALL,1.38,10.0,19.0,8.9,Petrol,31.0
4105,4154,93.6168405,297.0,14.4,3.4,5.0,8.0,17.6,Automatic,274.0,COMPACT,1.52,10.0,21.0,12.1,Gas,20.0
4106,4155,70.84693958,364.0,19.0,3.5,7.0,6.0,18.2,Automatic,169.0,SUV - STANDARD,1.52,10.0,19.0,14.5,Petrol,14.0
4107,4156,69.40471224,266.0,9.0,2.1,5.0,6.0,12.5,Automatic,244.0,MID-SIZE,1.38,10.0,16.0,6.8,Petrol,22.0
4108,4157,59.60562023,409.0,20.4,4.7,5.0,8.0,19.1,Automatic,261.0,MID-SIZE,1.59,10.0,24.0,12.7,Petrol,29.0
4109,4158,64.04542687,300.0,12.9,3.4,7.0,6.0,14.2,Automatic,157.0,SUV - STANDARD,1.61,10.0,19.0,9.2,Petrol,11.0
4110,4159,90.9983605,241.0,9.9,2.5,5.0,4.0,7.9,Automatic,88.0,COMPACT,1.32,10.0,12.0,6.6,Petrol,29.0
4111,4160,64.23080014,275.0,10.4,3.2,5.0,4.0,10.9,Automatic,110.0,PICKUP TRUCK - STANDARD,1.1,10.0,22.0,8.5,Petrol,27.0
4112,4161,57.33011008,288.0,14.5,4.5,5.0,8.0,16.7,Automatic,195.0,SUBCOMPACT,1.45,10.0,17.0,8.7,Gas,25.0
4113,4162,72.79426134,314.0,16.9,5.3,7.0,8.0,17.3,Automatic,314.0,PICKUP TRUCK - STANDARD,1.39,10.0,24.0,12.2,Petrol,13.0
4114,4163,56.94835705,379.0,16.7,5.6,4.0,10.0,18.1,Automatic,378.0,VAN - CARGO,1.32,10.0,20.0,13.6,Petrol,13.0
4115,4164,96.16616611,303.0,17.7,4.1,5.0,4.0,12.3,Automatic,130.0,SUV - SMALL,1.27,10.0,20.0,11.7,Petrol,26.0
4116,4165,74.02478896,249.0,13.9,4.6,4.0,6.0,14.0,Automatic,169.0,FULL-SIZE,1.4,10.0,19.0,13.8,Gas,28.0
4117,4166,60.84179927,232.0,11.6,3.5,5.0,6.0,12.5,Automatic,177.0,SUV - SMALL,1.14,10.0,18.0,9.8,Petrol,27.0
4118,4167,57.09279708,264.0,14.0,3.5,7.0,6.0,8.6,Automatic,175.0,COMPACT,1.46,10.0,16.0,8.6,Gas,23.0
4119,4168,67.54591459,170.0,9.9,1.7,5.0,4.0,7.0,Automatic,81.0,COMPACT,1.51,10.0,17.0,4.9,Gas,29.0
4120,4169,71.40941037,266.0,21.3,5.7,5.0,8.0,13.6,Automatic,364.0,PICKUP TRUCK - STANDARD,1.5,10.0,23.0,13.6,Petrol,13.0
4121,4170,90.13399181,184.0,7.2,1.8,5.0,4.0,6.1,Manual,112.0,COMPACT,1.32,10.0,17.0,5.9,Petrol,36.0
4122,4171,60.0873711,287.0,8.2,2.6,4.0,6.0,12.2,Automatic,101.0,SUV - STANDARD,0.87,10.0,18.0,9.0,Petrol,25.0
4123,4172,60.0088032,314.0,13.2,3.3,2.0,8.0,21.7,Automatic,200.0,TWO-SEATER,1.5,10.0,17.0,7.4,Gas,25.0
4124,4173,53.0961994,194.0,10.1,1.0,13.0,4.0,5.6,Automatic,84.0,COMPACT,1.29,10.0,16.0,7.1,Petrol,60.0
4125,4174,92.86099106,190.0,7.0,1.9,5.0,4.0,6.7,Automatic,90.0,COMPACT,1.3,10.0,11.0,5.5,Petrol,60.0
4126,4175,81.28182614,186.0,8.1,2.0,4.0,4.0,8.4,Automatic,99.0,COMPACT,1.27,10.0,17.0,7.9,Gas,41.0
4127,4176,112.1764751,326.0,26.0,2.3,5.0,4.0,8.9,Automatic,111.0,COMPACT,1.51,10.0,17.0,10.7,Gas,27.0
4128,4177,62.79431175,232.0,9.3,2.2,5.0,4.0,6.0,Manual,84.0,COMPACT,1.4,10.0,20.0,5.9,Petrol,37.0
4129,4178,81.42392568,270.0,11.6,1.6,5.0,4.0,10.4,Manual,102.0,PICKUP TRUCK - SMALL,1.59,10.0,19.0,9.3,Petrol,23.0
4130,4179,64.38900004,228.0,10.8,3.6,5.0,6.0,12.1,Automatic,188.0,MID-SIZE,1.63,10.0,18.0,7.2,Petrol,24.0
4131,4180,106.3535375,235.0,12.7,4.5,4.0,8.0,11.3,Automatic,219.0,TWO-SEATER,1.56,10.0,19.0,9.4,Gas,22.0
4132,4182,94.2067326,208.0,6.2,1.4,5.0,4.0,8.2,Manual,107.0,COMPACT,1.27,10.0,16.0,5.2,Gas,56.0
4133,4183,93.72092206,215.0,9.7,3.5,4.0,6.0,7.8,Automatic,151.0,SUV - SMALL,1.08,10.0,17.0,7.7,Petrol,36.0
4134,4184,64.9400042,276.0,10.5,2.0,7.0,4.0,11.2,Manual,109.0,SUV - SMALL,1.33,10.0,19.0,7.0,Gas,25.0
4135,4185,78.1495198,210.0,10.0,3.3,5.0,4.0,5.6,Automatic,102.0,COMPACT,1.34,10.0,22.0,6.5,Petrol,36.0
4136,4186,77.89270048,227.0,9.7,2.0,15.0,4.0,9.8,Automatic,115.0,MID-SIZE,1.37,10.0,18.0,4.9,Petrol,42.0
4137,4187,105.3546635,365.0,17.1,5.7,3.0,8.0,18.3,Automatic,264.0,PICKUP TRUCK - STANDARD,1.5,10.0,23.0,11.9,Gas,15.0
4138,4188,111.2698412,219.0,8.5,1.8,5.0,4.0,9.7,Automatic,85.0,MID-SIZE,1.38,10.0,18.0,5.5,Gas,22.0
4139,4189,59.49421066,184.0,7.9,2.0,5.0,4.0,10.7,Automatic,108.0,MID-SIZE,1.47,10.0,17.0,6.8,Gas,29.0
4140,4190,77.03780211,281.0,8.5,1.8,5.0,6.0,14.1,Automatic,158.0,MID-SIZE,1.55,10.0,16.0,7.1,Petrol,34.0
4141,4191,54.91645033,373.0,23.8,4.3,2.0,8.0,21.7,Automatic,233.0,MID-SIZE,1.66,10.0,19.0,13.0,Gas,20.0
4142,4192,58.94522402,245.0,11.0,3.6,7.0,6.0,16.1,Automatic,151.0,MID-SIZE,1.46,10.0,19.0,9.2,Petrol,25.0
4143,4193,110.7665944,224.0,9.8,2.8,4.0,4.0,11.7,Automatic,97.0,SUBCOMPACT,1.42,10.0,17.0,7.8,Petrol,34.0
4144,4194,63.35501558,208.0,9.3,2.0,5.0,4.0,11.4,Automatic,160.0,MID-SIZE,1.05,10.0,17.0,8.1,Gas,39.0
4145,4195,71.51626668,267.0,9.4,3.6,4.0,6.0,13.1,Automatic,178.0,SUBCOMPACT,1.44,10.0,19.0,11.1,Gas,26.0
4146,4196,72.66319148,273.0,14.3,4.9,5.0,8.0,13.5,Automatic,246.0,MID-SIZE,1.52,10.0,17.0,8.7,Gas,31.0
4147,4197,64.48826151,346.0,30.2,6.1,7.0,6.0,25.8,Automatic,305.0,SUV - STANDARD,1.4,10.0,19.0,19.4,Petrol,12.0
4148,4198,57.40713787,301.0,16.5,4.7,5.0,6.0,12.7,Automatic,175.0,SUV - STANDARD,1.63,10.0,17.0,14.5,Gas,23.0
4149,4199,79.78764325,223.0,9.7,2.3,5.0,4.0,11.6,Automatic,124.0,MID-SIZE,1.56,10.0,18.0,7.0,Petrol,33.0
4150,4200,67.60395064,304.0,14.1,2.4,5.0,6.0,13.8,Automatic,191.0,FULL-SIZE,1.4,10.0,19.0,9.3,Petrol,26.0
4151,4201,80.90289219,198.0,11.5,1.3,5.0,4.0,8.3,Manual,86.0,COMPACT,1.53,10.0,16.0,5.0,Gas,30.0
4152,4202,112.2813195,269.0,11.2,2.2,5.0,4.0,7.4,Automatic,100.0,SUV - SMALL,1.32,10.0,16.0,5.4,Petrol,34.0
4153,4203,78.60030736,238.0,12.9,3.5,5.0,4.0,13.4,Automatic,169.0,SUV - SMALL,1.35,10.0,18.0,8.7,Petrol,28.0
4154,4204,57.43940335,269.0,11.0,3.4,5.0,4.0,6.5,Automatic,74.0,COMPACT,1.53,10.0,19.0,8.0,Petrol,28.0
4155,4205,65.22480455,234.0,17.6,3.3,5.0,6.0,12.5,Automatic,176.0,PICKUP TRUCK - STANDARD,1.38,10.0,19.0,11.0,Gas,29.0
4156,4206,92.32261601,165.0,10.6,1.8,16.0,4.0,9.7,Automatic,119.0,COMPACT,1.45,10.0,21.0,6.1,Petrol,25.0
4157,4207,67.35207464,270.0,14.1,5.4,2.0,8.0,14.0,Automatic,289.0,COMPACT,1.52,10.0,16.0,9.3,Gas,23.0
4158,4208,58.30061995,261.0,26.9,4.2,5.0,8.0,17.8,Automatic,239.0,FULL-SIZE,1.52,10.0,17.0,10.2,Gas,17.0
4159,4209,59.07310545,278.0,18.0,2.2,18.0,6.0,8.9,Automatic,168.0,PICKUP TRUCK - STANDARD,1.35,10.0,22.0,11.9,Petrol,26.0
4160,4210,102.2046173,301.0,13.4,3.7,5.0,4.0,12.5,Automatic,116.0,PICKUP TRUCK - STANDARD,1.25,10.0,21.0,8.8,Petrol,25.0
4161,4211,68.44692083,309.0,13.2,5.3,12.0,8.0,14.5,Automatic,180.0,PICKUP TRUCK - STANDARD,1.2,10.0,17.0,9.4,Petrol,27.0
4162,4212,68.90183784,228.0,15.3,3.4,7.0,6.0,17.5,Automatic,155.0,SUV - STANDARD,1.25,10.0,22.0,17.9,Petrol,18.0
4163,4213,110.115539,203.0,10.5,2.1,5.0,4.0,6.0,Automatic,102.0,SUV - SMALL,1.14,10.0,17.0,10.5,Petrol,30.0
4164,4214,66.79888713,364.0,12.1,4.7,7.0,6.0,12.8,Automatic,181.0,SUV - STANDARD,1.38,10.0,19.0,10.7,Gas,11.0
4165,4215,103.9007879,249.0,17.3,2.6,4.0,4.0,9.4,Manual,102.0,COMPACT,1.42,10.0,18.0,6.1,Petrol,36.0
4166,4216,66.87436846,223.0,24.7,3.5,7.0,6.0,16.0,Automatic,293.0,SUV - STANDARD,1.4,10.0,25.0,11.2,Petrol,25.0
4167,4217,61.35023107,283.0,10.9,3.5,5.0,6.0,13.0,Automatic,153.0,MID-SIZE,1.64,10.0,17.0,8.5,Petrol,31.0
4168,4218,92.27709163,178.0,7.9,2.6,5.0,4.0,7.3,Automatic,121.0,MID-SIZE,1.5,10.0,17.0,4.9,Petrol,32.0
4169,4219,75.99832624,181.0,11.3,1.6,5.0,4.0,8.4,Automatic,91.0,PICKUP TRUCK - STANDARD,0.92,10.0,20.0,6.0,Petrol,32.0
4170,4220,66.60844814,364.0,19.7,3.6,14.0,8.0,15.6,Automatic,167.0,PICKUP TRUCK - STANDARD,1.26,10.0,17.0,12.3,Petrol,18.0
4171,4221,58.16466734,222.0,10.7,1.0,4.0,6.0,9.2,Automatic,168.0,SUV - STANDARD,1.36,10.0,19.0,10.0,Gas,39.0
4172,4222,71.36547009,227.0,10.7,1.4,5.0,4.0,10.4,Automatic,104.0,SUV - SMALL,1.32,10.0,11.0,6.1,Petrol,38.0
4173,4223,77.0443226,221.0,8.4,2.1,5.0,4.0,10.7,Automatic,100.0,MID-SIZE,1.35,10.0,20.0,8.1,Gas,29.0
4174,4224,57.14199723,255.0,20.0,3.5,15.0,6.0,11.2,Automatic,162.0,PICKUP TRUCK - STANDARD,0.87,10.0,20.0,8.2,Petrol,20.0
4175,4225,73.73316827,299.0,10.7,3.3,2.0,6.0,10.1,Manual,237.0,TWO-SEATER,1.45,10.0,18.0,9.6,Gas,27.0
4176,4226,95.67479927,223.0,15.4,2.0,5.0,4.0,8.8,Automatic,89.0,COMPACT,1.48,10.0,19.0,9.8,Gas,32.0
4177,4227,149.7871712,143.0,8.3,2.0,5.0,4.0,8.2,Automatic,100.0,SUV - SMALL,0.93,10.0,10.0,5.8,Petrol,46.0
4178,4228,49.80255352,358.0,24.0,3.9,4.0,6.0,16.5,Automatic,220.0,SUBCOMPACT,1.35,10.0,16.0,11.4,Petrol,20.0
4179,4229,52.80012357,374.0,20.6,4.8,2.0,8.0,13.8,Automatic,206.0,SUBCOMPACT,1.42,10.0,19.0,13.0,Gas,20.0
4180,4230,77.82264392,264.0,8.2,1.7,5.0,4.0,7.5,Automatic,98.0,COMPACT,1.36,10.0,22.0,7.9,Gas,33.0
4181,4231,58.72590932,186.0,6.9,3.5,5.0,6.0,10.2,Automatic,148.0,COMPACT,1.07,10.0,17.0,8.4,Gas,41.0
4182,4232,79.81742696,307.0,21.8,3.6,5.0,8.0,16.1,Automatic,171.0,COMPACT,1.42,10.0,19.0,8.9,Gas,30.0
4183,4233,72.12721499,239.0,9.5,2.0,4.0,6.0,7.2,Automatic,152.0,MINICOMPACT,1.48,10.0,16.0,8.2,Diesel,25.0
4184,4234,77.85118638,187.0,11.4,1.9,5.0,4.0,9.1,Automatic,77.0,STATION WAGON - SMALL,1.35,10.0,22.0,7.6,Petrol,31.0
4185,4235,92.99872613,255.0,10.4,1.8,5.0,4.0,7.9,Automatic,121.0,SUV - SMALL,1.29,10.0,17.0,8.5,Petrol,34.0
4186,4236,89.22226302,431.0,12.3,5.9,5.0,8.0,19.8,Automatic,258.0,MID-SIZE,1.46,10.0,20.0,15.0,Petrol,24.0
4187,4237,52.69841507,203.0,9.9,3.2,5.0,6.0,9.9,Automatic,153.0,MID-SIZE,1.39,10.0,17.0,7.0,Diesel,19.0
4188,4238,77.67417352,445.0,21.9,2.9,2.0,8.0,16.6,Automatic,246.0,TWO-SEATER,1.38,10.0,14.0,12.8,Gas,21.0
4189,4239,73.43402191,307.0,11.6,3.4,5.0,6.0,11.2,Automatic,186.0,FULL-SIZE,1.62,10.0,19.0,6.9,Petrol,32.0
4190,4240,85.91577454,262.0,13.3,5.3,5.0,6.0,12.3,Automatic,169.0,MID-SIZE,1.47,10.0,17.0,6.7,Petrol,25.0
4191,4241,59.95366969,294.0,9.9,1.6,5.0,4.0,9.6,Manual,78.0,SUV - SMALL,1.35,10.0,18.0,5.7,Petrol,27.0
4192,4242,53.77630583,226.0,21.5,5.5,5.0,8.0,18.2,Automatic,290.0,FULL-SIZE,1.57,10.0,19.0,11.5,Gas,19.0
4193,4243,83.14448199,264.0,6.9,1.9,4.0,4.0,7.6,Automatic,71.0,MID-SIZE,1.41,10.0,16.0,7.3,Gas,38.0
4194,4244,108.1896871,300.0,19.3,3.1,7.0,6.0,8.3,Automatic,163.0,SUV - SMALL,1.43,10.0,19.0,8.9,Gas,21.0
4195,4245,76.49616436,284.0,20.5,5.4,2.0,8.0,13.6,Automatic,279.0,COMPACT,1.6,10.0,19.0,7.9,Gas,26.0
4196,4246,103.8703828,264.0,17.9,3.2,5.0,4.0,8.8,Automatic,120.0,SUV - SMALL,1.5,10.0,18.0,7.9,Gas,27.0
4197,4247,99.4807471,210.0,8.1,2.0,5.0,4.0,11.7,Manual,72.0,COMPACT,1.46,10.0,17.0,6.9,Gas,37.0
4198,4248,67.55602762,256.0,22.3,4.6,7.0,6.0,18.6,Automatic,297.0,STATION WAGON - SMALL,1.41,10.0,23.0,8.1,Petrol,16.0
4199,4249,107.8039248,276.0,13.5,3.1,15.0,6.0,11.9,Automatic,161.0,STATION WAGON - SMALL,1.27,10.0,19.0,8.0,Gas,29.0
4200,4250,57.84932918,410.0,29.8,3.9,2.0,8.0,17.2,Manual,251.0,TWO-SEATER,1.56,10.0,15.0,12.9,Gas,21.0
4201,4251,51.73434983,366.0,16.3,4.3,5.0,8.0,7.5,Automatic,247.0,COMPACT,1.54,10.0,19.0,11.2,Gas,25.0
4202,4252,86.85496154,279.0,9.8,3.0,4.0,6.0,7.7,Manual,91.0,MINICOMPACT,1.43,10.0,19.0,8.7,Gas,28.0
4203,4253,71.73011222,189.0,9.7,2.1,5.0,6.0,9.3,Automatic,166.0,COMPACT,1.36,10.0,20.0,9.2,Petrol,26.0
4204,4254,104.6577734,179.0,10.0,2.1,5.0,4.0,11.5,Automatic,82.0,SUV - SMALL,1.4,10.0,17.0,5.7,Petrol,31.0
4205,4255,117.4881122,154.0,7.4,2.0,5.0,4.0,6.0,Automatic,73.0,FULL-SIZE,1.24,10.0,16.0,6.9,Petrol,28.0
4206,4256,52.39625811,285.0,12.2,6.4,5.0,8.0,16.5,Automatic,215.0,MID-SIZE,1.71,10.0,16.0,13.8,Gas,32.0
4207,4257,49.34282492,362.0,26.8,6.6,13.0,8.0,17.1,Automatic,326.0,VAN - PASSENGER,1.29,10.0,24.0,17.9,Petrol,11.0
4208,4258,64.42653802,235.0,10.8,1.8,5.0,4.0,7.7,Automatic,100.0,COMPACT,1.41,10.0,20.0,5.0,Petrol,52.0
4209,4259,77.20156539,222.0,14.3,3.2,7.0,6.0,13.3,Automatic,172.0,SUV - STANDARD,1.53,10.0,19.0,8.6,Diesel,30.0
4210,4260,87.46686457,201.0,11.4,2.7,5.0,4.0,8.0,Automatic,119.0,SUV - SMALL,0.87,10.0,17.0,8.0,Petrol,31.0
4211,4261,113.2794464,199.0,17.6,2.5,5.0,4.0,10.0,Automatic,103.0,COMPACT,1.45,10.0,17.0,7.0,Petrol,25.0
4212,4262,55.09611515,414.0,24.9,5.1,5.0,8.0,20.1,Automatic,273.0,COMPACT,1.67,10.0,21.0,13.9,Gas,11.0
4213,4263,93.04203796,179.0,7.2,1.4,16.0,4.0,6.8,Manual,74.0,STATION WAGON - SMALL,1.29,10.0,11.0,5.0,Petrol,56.0
4214,4264,54.73171329,361.0,13.3,3.4,2.0,6.0,15.8,Automatic,164.0,MID-SIZE,1.5,10.0,19.0,10.3,Petrol,18.0
4215,4265,63.05179549,290.0,27.4,4.9,8.0,8.0,25.1,Automatic,257.0,SUV - STANDARD,1.5,10.0,25.0,18.1,Petrol,17.0
4216,4266,104.9837748,269.0,13.7,3.2,5.0,8.0,12.0,Automatic,93.0,COMPACT,1.54,10.0,19.0,9.8,Gas,27.0
4217,4267,59.75148245,350.0,14.2,4.7,5.0,8.0,12.6,Automatic,275.0,MINICOMPACT,1.42,10.0,19.0,8.9,Gas,14.0
4218,4268,123.1297397,224.0,9.4,2.3,5.0,4.0,8.1,Automatic,104.0,COMPACT,1.33,10.0,20.0,7.4,Petrol,33.0
4219,4269,186.2464251,218.0,7.7,2.5,5.0,4.0,10.6,Automatic,107.0,COMPACT,1.29,10.0,18.0,6.2,Gas,29.0
4220,4270,93.15982636,330.0,17.1,3.0,5.0,5.0,10.9,Manual,85.0,COMPACT,1.34,10.0,18.0,7.8,Gas,29.0
4221,4271,80.8108738,182.0,8.5,1.9,5.0,4.0,5.7,Manual,74.0,COMPACT,1.55,10.0,17.0,7.0,Diesel,36.0
4222,4272,108.35285,366.0,14.3,6.7,5.0,8.0,21.5,Automatic,326.0,VAN - PASSENGER,0.93,10.0,23.0,13.1,Petrol,14.0
4223,4273,60.91590297,217.0,10.8,1.8,15.0,4.0,8.4,Automatic,121.0,MID-SIZE,1.1,10.0,18.0,5.4,Petrol,40.0
4224,4274,93.56894244,323.0,16.3,3.7,15.0,4.0,15.5,Automatic,316.0,MINIVAN,1.26,10.0,26.0,7.8,Petrol,24.0
4225,4275,53.80888114,290.0,15.3,5.5,5.0,8.0,11.3,Automatic,303.0,COMPACT,1.52,10.0,18.0,10.3,Gas,36.0
4226,4276,113.2742959,219.0,8.5,1.6,5.0,4.0,10.6,Automatic,92.0,COMPACT,1.01,10.0,16.0,8.4,Petrol,51.0
4227,4277,73.70013733,241.0,15.2,5.6,5.0,8.0,11.2,Automatic,268.0,FULL-SIZE,1.54,10.0,17.0,13.6,Gas,18.0
4228,4278,60.47120525,191.0,9.8,2.2,5.0,4.0,7.3,Automatic,85.0,COMPACT,1.48,10.0,16.0,6.3,Petrol,27.0
4229,4279,104.7791414,289.0,12.9,1.9,5.0,4.0,10.7,Automatic,96.0,SUV - SMALL,1.35,10.0,17.0,8.0,Petrol,33.0
4230,4280,102.3534727,237.0,17.3,2.2,5.0,6.0,12.7,Automatic,171.0,FULL-SIZE,1.3,10.0,17.0,12.2,Petrol,12.0
4231,4281,100.1831256,289.0,13.1,3.1,5.0,4.0,13.4,Automatic,93.0,MID-SIZE,1.4,10.0,27.0,11.9,Petrol,25.0
4232,4282,77.17284258,292.0,29.1,5.8,5.0,12.0,12.3,Manual,273.0,SUV - SMALL,1.54,10.0,21.0,20.5,Petrol,11.0
4233,4283,74.51961457,228.0,13.1,2.7,5.0,6.0,7.9,Automatic,153.0,COMPACT,1.29,10.0,18.0,11.0,Petrol,28.0
4234,4284,70.09461535,418.0,30.2,5.4,2.0,8.0,25.8,Automatic,274.0,VAN - CARGO,1.61,10.0,22.0,18.5,Gas,15.0
4235,4285,81.22892304,332.0,15.3,5.5,5.0,12.0,18.1,Manual,280.0,SUV - SMALL,1.42,10.0,19.0,16.3,Petrol,25.0
4236,4286,64.64124413,320.0,15.3,5.8,5.0,8.0,12.2,Automatic,268.0,MID-SIZE,1.58,10.0,17.0,9.9,Petrol,21.0
4237,4287,68.85828369,283.0,13.2,3.1,5.0,6.0,13.3,Automatic,191.0,SUV - SMALL,1.3,10.0,22.0,7.9,Petrol,27.0
4238,4288,60.44237728,428.0,21.4,4.8,15.0,8.0,18.5,Automatic,346.0,TWO-SEATER,1.64,10.0,17.0,13.7,Gas,20.0
4239,4289,71.5261981,328.0,27.0,4.9,5.0,8.0,14.9,Automatic,258.0,COMPACT,1.52,10.0,19.0,13.0,Gas,21.0
4240,4290,73.07782489,185.0,11.9,2.4,5.0,4.0,8.4,Manual,96.0,MID-SIZE,1.56,10.0,17.0,6.5,Gas,35.0
4241,4291,51.00046265,385.0,17.7,5.3,2.0,8.0,13.7,Automatic,218.0,COMPACT,1.38,10.0,18.0,14.0,Gas,16.0
4242,4292,112.0720968,211.0,11.4,1.7,5.0,4.0,12.3,Manual,68.0,COMPACT,1.45,10.0,18.0,6.4,Gas,33.0
4243,4293,72.10180984,289.0,14.5,3.4,5.0,6.0,13.4,Automatic,266.0,MID-SIZE,1.31,10.0,15.0,8.5,Gas,25.0
4244,4294,71.08773366,257.0,13.7,3.5,4.0,6.0,12.5,Automatic,167.0,SUBCOMPACT,1.4,10.0,17.0,10.1,Gas,21.0
4245,4295,115.6200745,273.0,12.8,1.9,5.0,4.0,7.4,Automatic,96.0,COMPACT,1.28,10.0,16.0,10.1,Gas,26.0
4246,4296,63.99748504,358.0,21.7,6.3,16.0,8.0,15.9,Automatic,212.0,PICKUP TRUCK - STANDARD,1.35,10.0,22.0,20.5,Petrol,12.0
4247,4297,126.8520239,224.0,10.3,1.8,5.0,4.0,8.4,Automatic,130.0,COMPACT,1.38,10.0,21.0,4.9,Gas,40.0
4248,4299,58.08665861,156.0,4.7,1.7,5.0,4.0,9.1,Automatic,75.0,MID-SIZE,1.45,10.0,14.0,5.7,Petrol,40.0
4249,4300,92.14597087,385.0,13.7,4.3,12.0,8.0,16.9,Automatic,288.0,PICKUP TRUCK - STANDARD,1.34,10.0,23.0,12.7,Petrol,18.0
