ID,PERFORMANCE_INDEX,EMISSIONS_CO2,URBAN_CONSUMPTION,DISPLACEMENT,CAPACITY,PISTON_COUNT,BLENDED_CONSUMPTION,GEARBOX_TYPE,OUTPUT,BODY_STYLE,EFFICIENCY_RATIO,YEARS_IN_SERVICE,MILEAGE,HIGHWAY_USAGE,ENERGY_SOURCE,EFFICIENCY_RATING
3891,95.92441732,266,8.3,1.7,4,4,8.4,Manual,79,MINICOMPACT,1.39,10,10,7.4,Petrol,50
3892,77.19374192,214,17,2.7,5,4,8.1,Automatic,122,COMPACT,1.17,10,23,6.2,Petrol,27
3893,72.67805966,231,17.9,5.1,5,6,12.8,Automatic,79,SUV - SMALL,0.87,10,17,9.5,Petrol,22
3894,61.32495561,267,9.8,5.4,2,8,16.4,Automatic,163,MID-SIZE,1.39,10,16,8.5,Gas,26
3895,47.72563832,226,8.9,2.3,5,6,9.4,Automatic,166,COMPACT,1.41,10,19,8.5,Gas,31
3896,79.449167,145,7.6,2.8,5,4,6.8,Automatic,86,MID-SIZE,1.41,10,18,5.7,Petrol,34
3897,52.94423179,275,26.1,4.9,5,8,12.7,Automatic,305,FULL-SIZE,1.15,10,21,10.7,Petrol,19
3898,85.03304875,206,6.2,1.6,5,4,8.4,Automatic,83,COMPACT,1.29,10,16,5.7,Gas,39
3899,94.71982551,153,6.7,2.3,5,4,6.6,Manual,103,COMPACT,1.39,10,12,5.1,Petrol,36
3900,66.05747875,263,15.3,5.6,5,8,13.7,Automatic,256,COMPACT,1.41,10,17,7.7,Gas,30
3901,98.67826066,190,10.9,1.9,2,4,6.4,Automatic,80,COMPACT,1.29,10,19,7.2,Gas,37
3902,76.21327528,205,6.2,1.8,5,4,9.1,Automatic,109,MID-SIZE,1.41,10,16,6.4,Petrol,36
3903,61.50347459,347,26.4,3.9,5,8,14,Automatic,329,MID-SIZE,1.51,10,25,13.5,Petrol,11
3904,81.83477005,231,7.9,2.7,5,4,8.7,Automatic,108,MID-SIZE,1.32,10,17,5,Gas,37
3905,92.6031168,229,12.8,1.7,5,6,13.9,Automatic,181,MID-SIZE,1.4,10,17,7.2,Gas,26
3906,73.48192811,409,30.2,5.7,7,8,24.1,Automatic,258,SUV - STANDARD,1.57,10,25,13.1,Petrol,12
3907,87.96397959,207,12.1,3.4,5,4,9.8,Manual,90,SUV - SMALL,1.42,10,18,8.6,Petrol,31
3908,67.76395729,270,22.1,3.5,7,6,12.9,Automatic,154,SUV - STANDARD,1.42,10,17,10.4,Petrol,18
3909,113.6096627,311,13.2,2.6,5,4,10.1,Automatic,87,SUV - SMALL,1.28,10,21,6.8,Petrol,21
3910,70.86331019,353,12.2,6.5,7,6,16.6,Automatic,235,SUV - STANDARD,1.37,10,19,10.3,Petrol,17
3911,53.13814536,255,11.1,4.5,5,8,11.4,Automatic,234,MID-SIZE,1.65,10,18,7.2,Gas,33
3912,165.1473629,217,10,2.2,5,4,10.2,Manual,66,MID-SIZE,1.4,10,16,8.2,Gas,31
3913,50.73572842,217,15.5,5.2,4,8,18,Automatic,240,COMPACT,1.69,10,19,13.4,Gas,25
3914,68.9973727,263,11.7,3.5,5,8,10.8,Automatic,275,PICKUP TRUCK - SMALL,1.54,10,19,9.4,Gas,28
3915,85.9248541,218,11.4,1.5,4,4,8,Manual,73,MINICOMPACT,1.29,10,14,5.4,Petrol,35
3916,69.90307396,438,15.6,3.5,7,6,14.7,Automatic,272,SUV - STANDARD,1.08,10,19,9.4,Gas,16
3917,64.89178297,416,19,4.4,5,8,15.4,Automatic,268,MID-SIZE,1.53,10,17,20.5,Gas,20
3918,115.9633665,196,10.2,2,5,4,10.1,Manual,122,COMPACT,1.56,10,20,8.3,Gas,37
3919,48.34235548,363,26.1,5.3,2,8,22.6,Automatic,378,PICKUP TRUCK - STANDARD,1.41,10,21,20.5,Petrol,12
3920,72.31231608,218,7.9,2,5,4,12.3,Automatic,118,COMPACT,1.29,10,17,7.4,Gas,34
3921,72.04738089,223,24,3.5,7,6,17.8,Automatic,144,SUV - STANDARD,1.41,10,18,8.6,Petrol,23
3922,80.22870392,352,27.2,4.1,13,8,25.8,Automatic,300,VAN - PASSENGER,1.28,10,25,20.5,Petrol,11
3923,95.33349421,299,17.4,2.4,13,4,11.3,Automatic,105,MID-SIZE,1.43,10,18,10.1,Petrol,21
3924,95.81582745,226,13.7,1.6,5,4,8.5,Automatic,97,COMPACT,1.45,10,18,6,Gas,38
3925,60.23357516,303,14.4,4.5,4,8,10.2,Automatic,302,MINICOMPACT,1.54,10,19,11,Gas,19
3926,85.21968386,221,11.4,2.1,5,4,11.5,Automatic,108,MID-SIZE,1.53,10,18,6,Gas,34
3927,71.06402419,297,14.5,5.1,18,8,13.4,Automatic,371,PICKUP TRUCK - STANDARD,1.41,10,19,16.4,Petrol,13
3928,62.24579426,278,28.1,6,7,6,18.6,Automatic,231,SUV - STANDARD,1.38,10,25,14.7,Petrol,17
3929,56.14286121,337,11.5,5,7,8,15.3,Automatic,283,MID-SIZE,1.49,10,19,13.3,Petrol,22
3930,89.53604246,303,11.9,1.6,5,4,11.9,Automatic,91,SUV - SMALL,1.29,10,19,9.6,Petrol,25
3931,79.8034918,305,9.6,1.8,5,4,5.8,Manual,82,MID-SIZE,1.24,10,16,7.1,Petrol,32
3932,57.15050575,279,18.6,5.1,4,8,17.1,Automatic,231,MID-SIZE,1.66,10,13,12.8,Gas,18
3933,84.88430259,187,8,1.3,15,4,5.5,Manual,98,STATION WAGON - SMALL,1.28,10,13,6.3,Petrol,47
3934,73.69817991,234,19.8,3.6,5,6,11.4,Automatic,187,SUV - SMALL,1.55,10,20,9.9,Gas,22
3935,96.02718915,266,8.3,2,5,6,11.6,Automatic,143,COMPACT,1.39,10,22,8.3,Petrol,28
3936,87.78616687,256,6.8,2.2,5,4,6.7,Automatic,69,MID-SIZE,1.35,10,16,7.5,Diesel,34
3937,66.8530935,375,14.2,4.6,5,11,19,Automatic,212,FULL-SIZE,1.57,10,16,10.4,Petrol,15
3938,70.54257831,263,9.3,1.9,5,6,8.4,Automatic,148,COMPACT,1.36,10,17,8.3,Gas,30
3939,86.35367493,350,18.9,3.8,2,8,11.6,Automatic,223,TWO-SEATER,1.29,10,21,14.5,Gas,24
3940,92.44034252,285,18,6,13,4,9,Manual,318,PICKUP TRUCK - STANDARD,1.3,10,19,12.6,Petrol,14
3941,68.30433935,259,14.4,5.2,5,8,11.1,Automatic,140,COMPACT,1.72,10,19,8.4,Gas,18
3942,59.86921207,205,5.7,2,5,8,11.6,Automatic,221,MID-SIZE,1.57,10,16,9.7,Gas,31
3943,85.24918722,332,22.2,6.3,17,8,18,Automatic,378,SUV - STANDARD,1.31,10,23,20.5,Petrol,21
3944,91.62170839,288,10,2.9,13,4,11.1,Automatic,123,SUV - SMALL,0.87,10,17,5.6,Petrol,44
3945,81.30085972,181,6,1.6,5,4,6.3,Automatic,77,MID-SIZE,1.58,10,13,4.9,Petrol,45
3946,117.1591411,336,17,4.5,5,6,13.4,Automatic,167,FULL-SIZE,1.5,10,19,11.2,Gas,31
3947,68.52164873,255,12,3.4,7,6,9,Automatic,174,SUV - STANDARD,1.49,10,17,12.7,Petrol,19
3948,83.27825113,214,13,3.6,5,4,8.1,Automatic,119,SUV - SMALL,1.3,10,21,7.7,Petrol,31
3949,83.11824554,270,18.6,3.6,4,6,10.3,Manual,162,MINICOMPACT,1.63,10,19,9.7,Gas,31
3950,60.92857848,311,12.7,2.5,5,6,14.8,Automatic,161,SUV - SMALL,1.62,10,17,10.2,Petrol,23
3951,73.53722646,241,13.6,2.9,11,6,10.3,Automatic,159,MINIVAN,1.39,10,17,12.7,Petrol,17
3952,171.8338282,182,5.6,2.2,16,4,8.3,Manual,93,STATION WAGON - SMALL,1.51,10,20,5.3,Petrol,38
3953,96.72290598,270,21.4,3.7,2,6,10.6,Automatic,152,TWO-SEATER,1.4,10,19,6.9,Gas,25
3954,80.95116811,255,13.5,3.6,5,6,9.1,Automatic,159,FULL-SIZE,1.44,10,18,9.4,Petrol,25
3955,77.98461181,173,9.1,1.4,5,4,7.7,Automatic,106,MID-SIZE,1.39,10,14,6.2,Petrol,30
3956,101.4381964,261,10.7,2.4,5,4,9,Automatic,111,SUV - SMALL,1.31,10,19,8.7,Petrol,25
3957,63.15130692,225,10.6,3.4,5,6,8.3,Automatic,149,MID-SIZE,1.5,10,17,6.7,Diesel,24
3958,59.14099489,417,14.5,3.3,5,6,11.9,Automatic,165,PICKUP TRUCK - STANDARD,1.43,10,17,9.9,Petrol,16
3959,69.7437152,311,12.9,6,5,6,16.4,Automatic,273,SUV - SMALL,1.36,10,22,12.4,Gas,21
3960,86.17837933,226,11,3.7,5,6,8.1,Manual,154,COMPACT,1.39,10,18,7.3,Gas,32
3961,59.05268929,184,5.5,1.3,13,4,5.5,Automatic,82,MID-SIZE,1.14,10,19,6.8,Petrol,60
3962,60.68108411,343,19.5,4.3,5,8,20.4,Automatic,216,COMPACT,1.47,10,21,11,Petrol,19
3963,87.18300018,175,7.1,2.1,5,4,8.2,Automatic,92,COMPACT,1.33,10,13,6.5,Petrol,41
3964,118.3334723,312,8.6,2.6,5,4,12.3,Automatic,164,PICKUP TRUCK - STANDARD,0.91,10,17,7.4,Petrol,23
3965,109.5947195,173,7.3,1.8,16,4,7.2,Automatic,97,COMPACT,1.32,10,18,6.5,Gas,35
3966,64.72787618,402,20.4,4.9,16,8,17.3,Automatic,378,SPECIAL PURPOSE VEHICLE,1.36,10,21,15.1,Petrol,14
3967,96.88467113,259,13.8,2.3,17,4,9.3,Automatic,88,MINIVAN,1.47,10,18,8.5,Petrol,21
3968,68.98007721,223,13,2.5,12,4,8.7,Automatic,118,SUV - SMALL,1.33,10,19,6.6,Petrol,44
3969,60.55671332,235,10.3,2,5,6,12.1,Automatic,180,SUV - SMALL,1.35,10,17,9.3,Gas,44
3970,60.92142711,295,18.4,3.5,5,6,11.8,Automatic,159,PICKUP TRUCK - STANDARD,1.42,10,18,8.1,Petrol,19
3971,61.70765875,234,9.6,3.2,7,4,12.2,Automatic,242,SUV - STANDARD,1.31,10,23,13.3,Petrol,23
3972,74.89695387,282,19,3.7,13,6,13.7,Automatic,160,PICKUP TRUCK - STANDARD,1.24,10,16,8.8,Petrol,25
3973,109.8318227,429,16.5,6.2,5,8,12,Automatic,304,VAN - CARGO,1.49,10,22,14.4,Gas,22
3974,89.71099363,376,20.3,2.8,7,6,9.5,Automatic,145,MINIVAN,1.44,10,19,9.2,Petrol,17
3975,69.07230846,235,10.4,3.5,7,6,11.6,Automatic,165,SUV - SMALL,1.5,10,17,8.9,Petrol,13
3976,65.263429,246,19.4,3.5,15,6,13.6,Automatic,179,SUV - SMALL,1.18,10,24,9,Petrol,24
3977,66.39853883,255,16.3,3.5,13,6,11.1,Automatic,222,SUV - STANDARD,1.51,10,20,11,Petrol,26
3979,88.01543498,206,10.9,4,4,8,8.8,Manual,181,SUBCOMPACT,1.53,10,17,10.2,Gas,39
3980,54.22240634,184,11,2.8,16,4,11.7,Automatic,127,SUV - SMALL,0.87,10,16,7.5,Petrol,48
3981,80.99076203,192,7,2.7,5,4,8.2,Automatic,100,MID-SIZE,1.53,10,12,5.4,Petrol,37
3982,48.38811542,238,8.6,3.5,4,6,11.1,Automatic,153,SUBCOMPACT,1.3,10,19,6.2,Gas,28
3983,107.9234199,302,13.4,3.9,5,4,10.5,Automatic,135,SUV - SMALL,1.29,10,22,10.7,Petrol,25
3984,68.90241559,171,6.6,1.5,5,4,6.9,Automatic,82,MID-SIZE,1.38,10,17,7.1,Petrol,40
3985,100.7019966,180,8.4,3.8,2,4,11.9,Manual,64,TWO-SEATER,1.3,10,17,9.4,Gas,29
3986,75.18496781,286,6.6,2.1,4,6,9.6,Manual,222,SUBCOMPACT,1.54,10,24,8.9,Gas,27
3987,80.24600478,291,12.9,1.8,2,4,8.9,Manual,114,TWO-SEATER,1.43,10,16,7.2,Gas,37
3988,96.56309435,286,20.5,2.3,5,4,11.4,Automatic,105,SUV - SMALL,1.05,10,22,8.7,Petrol,29
3989,89.0795276,313,11.7,3.5,5,4,9.3,Automatic,114,SUV - SMALL,1.41,10,22,10.9,Petrol,27
3990,97.7823534,248,12.3,1.4,5,4,9,Automatic,96,COMPACT,1.2,10,16,7.7,Petrol,31
3991,63.89191256,285,10.9,3.2,5,6,14.8,Automatic,169,SUV - STANDARD,1.58,10,18,10,Gas,23
3992,66.27750372,302,17.5,4.9,5,8,11.2,Automatic,210,SUV - STANDARD,1.56,10,19,10.5,Gas,19
3993,99.7681577,217,11.5,1.9,5,4,10.4,Manual,76,SUV - SMALL,1.29,10,23,6.2,Petrol,37
3994,106.0680502,207,13.4,1.4,14,4,12.3,Automatic,98,SUV - SMALL,1.22,10,20,9.4,Petrol,26
3995,67.07864268,230,12,2.3,5,4,8.9,Automatic,123,COMPACT,1.4,10,17,7.4,Petrol,33
3996,96.74764446,205,8.2,2.3,5,4,9.2,Automatic,87,COMPACT,1.39,10,17,7.3,Petrol,28
3997,64.62649147,295,13.2,3.4,7,6,10.1,Automatic,145,MINIVAN,1.51,10,19,9.7,Gas,22
3998,110.0769006,424,26.4,5.6,16,10,24.2,Automatic,378,VAN - PASSENGER,1.6,10,23,18.3,Petrol,11
3999,64.60501494,259,30.2,4.5,16,6,25.8,Automatic,378,VAN - PASSENGER,1.55,10,26,15.9,Petrol,23
4000,56.39868609,287,20.4,5.3,5,8,17.5,Automatic,242,PICKUP TRUCK - STANDARD,1.54,10,19,20.5,Gas,13
4001,70.33258408,347,12.6,1.9,5,6,14,Automatic,158,COMPACT,1.5,10,17,9.6,Gas,26
4002,65.85852664,381,24.7,6.2,5,8,16.7,Automatic,260,COMPACT,1.5,10,18,11.4,Gas,26
4003,76.47810044,186,5.4,1.8,5,4,9.2,Automatic,83,COMPACT,1.21,10,12,5.3,Petrol,39
4004,64.15787854,183,4.6,1.7,5,4,6,Manual,67,MID-SIZE,1.59,10,16,7,Diesel,41
4005,94.38864554,294,16.1,4.8,5,6,10.6,Automatic,203,COMPACT,1.61,10,18,12.8,Gas,17
4006,99.19336611,245,9.1,2.1,5,4,7.2,Automatic,95,SUV - SMALL,1.02,10,16,7.8,Petrol,30
4007,59.5625498,273,12.7,3.5,5,6,9.9,Automatic,161,MINICOMPACT,1.59,10,17,9.7,Gas,24
4008,120.2259408,219,10,2.2,5,4,9.2,Automatic,104,SUV - SMALL,1.19,10,22,6.4,Petrol,52
4009,108.6419183,286,8.6,2.3,13,4,9.1,Automatic,112,COMPACT,1.1,10,18,7.1,Petrol,34
4010,86.80513769,236,8.7,1.7,4,4,8.1,Automatic,149,MINICOMPACT,1.23,10,16,7.7,Gas,26
4011,70.60591531,231,12.6,2,4,6,7.3,Automatic,132,MINICOMPACT,1.31,10,16,7.5,Gas,31
4012,118.9486211,222,10.4,2.7,13,4,13.8,Automatic,181,MID-SIZE,1.29,10,18,8.1,Gas,24
4013,119.1247757,158,7.7,1.9,5,4,9.4,Automatic,94,SUV - SMALL,1.26,10,20,6.6,Petrol,52
4014,100.676145,301,14.1,6.5,5,4,12.1,Automatic,133,COMPACT,1.37,10,18,7.7,Gas,25
4015,72.1452997,271,27.4,5.5,5,8,18.4,Automatic,275,PICKUP TRUCK - STANDARD,1.52,10,19,11.3,Petrol,17
4016,80.1650366,217,14.3,3.5,5,6,15.3,Manual,172,STATION WAGON - SMALL,1.48,10,14,17,Petrol,23
4017,98.95947256,262,12,1.7,5,4,11,Automatic,136,COMPACT,1.46,10,18,7.5,Gas,23
4018,112.5648752,187,8,1.9,13,4,9.4,Manual,125,SUV - SMALL,1.37,10,21,5.3,Petrol,39
4019,74.20090509,288,18.1,4.5,7,8,15.5,Automatic,303,FULL-SIZE,1.5,10,19,11.3,Gas,24
4020,60.00809347,209,9.7,3.5,7,6,11.7,Automatic,169,SUV - STANDARD,1.5,10,17,10,Gas,26
4021,114.662208,263,13.7,2.9,4,4,12.3,Automatic,130,SUBCOMPACT,1.01,10,22,8.7,Gas,24
4022,104.8327556,184,12.6,2.4,5,6,12.4,Manual,110,SUV - SMALL,1.29,10,18,9.3,Petrol,29
4023,100.9762005,367,23,5.6,5,8,21,Manual,281,SUV - STANDARD,1.26,10,25,13.2,Petrol,19
4024,88.19370871,325,18.8,5.9,16,11,12.4,Automatic,336,MINIVAN,1.28,10,23,13.8,Petrol,30
4025,79.49535476,236,12.4,1.9,5,4,7.2,Automatic,90,SUV - SMALL,1.43,10,17,6.2,Gas,28
4026,80.12148536,168,12.2,1.5,14,4,5.6,Automatic,90,COMPACT,1.17,10,12,4.9,Petrol,60
4027,91.76627479,274,9.3,2.2,5,4,9.5,Manual,125,SUV - SMALL,1.44,10,20,7.3,Petrol,36
4028,58.33531122,217,13.5,3.3,7,6,12.5,Automatic,166,SUV - STANDARD,1.38,10,18,12.2,Petrol,22
4029,67.3052658,263,18.2,5.5,5,12,16.2,Automatic,237,FULL-SIZE,1.71,10,17,8.7,Gas,26
4030,93.34933101,360,9.5,2,5,4,11.8,Automatic,98,SUV - SMALL,1.67,10,20,8.7,Petrol,30
4031,81.19715995,169,19.7,2.7,5,6,9.5,Automatic,92,SUV - STANDARD,1.37,10,24,9.2,Petrol,35
4032,74.70898522,266,9.6,3.2,7,6,15.4,Automatic,172,SUV - SMALL,1.15,10,19,9.9,Petrol,21
4033,87.07415274,250,12.6,2.8,5,4,11.9,Automatic,133,STATION WAGON - SMALL,1.36,10,20,10.7,Petrol,31
4034,155.2500266,189,9.7,1.7,4,4,8.1,Manual,81,MINICOMPACT,1.37,10,21,6.2,Petrol,30
4035,55.64571843,187,11.6,3.5,5,4,8.6,Automatic,83,MID-SIZE,1.52,10,18,8.4,Petrol,29
4036,62.90353695,209,5.1,1.1,4,4,9.4,Automatic,86,MID-SIZE,1.49,10,17,8.1,Gas,37
4037,93.4877092,393,19.5,4.7,3,8,21.6,Automatic,270,TWO-SEATER,1.57,10,21,12.8,Gas,18
4038,144.6427675,139,10.1,1.2,14,4,8.2,Automatic,100,SUV - SMALL,1.36,10,19,6.7,Petrol,54
4039,63.54087416,236,10.4,3.5,5,6,11.4,Automatic,97,MID-SIZE,1.65,10,18,5.2,Petrol,27
4040,47.18465559,174,7,1.9,5,4,5.6,Automatic,82,MID-SIZE,1.43,10,17,7.1,Diesel,43
4041,90.21047334,176,9.8,1.6,15,4,8.8,Automatic,107,COMPACT,1,10,12,4.9,Petrol,60
4042,59.75302757,316,13.5,5.3,5,8,16.1,Automatic,280,VAN - PASSENGER,1.42,10,19,9,Gas,20
4043,63.69082491,326,21.9,5.4,14,8,20.6,Automatic,242,PICKUP TRUCK - STANDARD,1.44,10,21,8.5,Petrol,22
4044,119.4231536,226,11.2,2.4,5,4,9.3,Automatic,127,COMPACT,1.38,10,22,6.9,Petrol,26
4045,89.56256926,303,18,1.8,5,6,13.3,Automatic,163,FULL-SIZE,1.53,10,25,9.2,Petrol,25
4046,55.64825891,240,16.2,3.3,18,6,12.8,Automatic,158,MINIVAN,1.38,10,19,9,Petrol,23
4047,63.75276107,237,13.3,2,5,4,9.6,Automatic,175,COMPACT,1.36,10,17,8.3,Diesel,26
4048,64.80907025,210,8.8,1,12,4,7.1,Automatic,88,COMPACT,1.36,10,18,5.9,Petrol,57
4049,70.64022373,304,27.9,4.9,17,8,25.8,Automatic,284,VAN - PASSENGER,1.46,10,24,17.3,Petrol,15
4050,54.76068493,284,23.6,4.8,5,8,13.6,Automatic,249,MID-SIZE,1.45,10,19,10.6,Petrol,16
4051,60.08845485,279,20.2,5.4,5,8,16,Automatic,253,MID-SIZE,1.5,10,19,12.9,Gas,18
4052,65.38875758,391,21.7,6.1,15,8,20,Automatic,262,VAN - CARGO,1.22,10,26,14.4,Petrol,20
4053,106.026502,225,7.1,2.7,5,4,12.3,Automatic,92,COMPACT,1.33,10,21,6.8,Gas,25
4054,106.2041018,162,11.1,1.8,5,4,7.6,Automatic,105,MINICOMPACT,1.41,10,16,4.9,Gas,41
4055,87.53549703,196,9.3,1.3,15,4,6.9,Automatic,78,COMPACT,1.38,10,16,6.4,Petrol,51
4056,102.5429949,225,13.6,4,2,4,15.8,Automatic,291,TWO-SEATER,1.36,10,17,8.1,Gas,31
4057,63.23564843,299,17.8,2.6,5,8,19.4,Automatic,192,COMPACT,1.56,10,21,8.3,Gas,11
4058,93.85008709,286,13.2,1.9,5,4,10.7,Automatic,127,SUV - SMALL,1.32,10,20,7.7,Petrol,29
4059,70.08809323,366,19.1,4.8,5,8,20.9,Automatic,299,PICKUP TRUCK - STANDARD,1.28,10,25,15.2,Petrol,17
4060,69.29201655,297,12.6,2.9,5,6,9,Automatic,176,FULL-SIZE,1.47,10,17,12.1,Petrol,17
4061,99.21652779,207,8.3,1.8,5,4,10.5,Manual,103,SUV - SMALL,1.39,10,21,5.9,Petrol,40
4062,53.2624889,419,16.7,4.7,5,8,23.5,Automatic,270,FULL-SIZE,1.55,10,26,16.3,Gas,15
4063,72.12088246,425,22.3,5.4,2,8,17.6,Automatic,254,TWO-SEATER,1.6,10,19,11.6,Gas,19
4064,83.1724117,178,10.4,2,5,4,6,Manual,77,COMPACT,1.55,10,19,7.4,Diesel,35
4065,94.05168198,212,9.8,2,14,4,7.8,Automatic,124,COMPACT,1.31,10,19,8.6,Petrol,34
4066,91.43896399,179,10.4,2.8,7,4,10.8,Automatic,113,COMPACT,1.35,10,17,7.6,Petrol,29
4067,100.9239025,251,11.6,3.6,5,6,9,Automatic,179,COMPACT,1.47,10,18,7.5,Gas,24
4068,72.80969299,271,12.5,2.9,4,4,9.6,Automatic,63,MINICOMPACT,1.48,10,17,9.7,Gas,38
4069,96.70272416,311,14.1,5.9,5,8,15.8,Automatic,149,MID-SIZE,1.31,10,25,12.9,Petrol,25
4070,68.33191014,291,14.6,2.5,5,6,13.5,Manual,155,SUBCOMPACT,1.58,10,17,9,Gas,31
4071,99.19935612,229,8.6,2.1,5,4,8,Automatic,108,COMPACT,1.17,10,18,5.7,Gas,39
4072,60.36540335,311,22.5,5.1,5,11,11.9,Automatic,168,MID-SIZE,1.54,10,19,8.1,Gas,25
4073,107.2309058,295,16,3,5,3,13.2,Automatic,176,PICKUP TRUCK - STANDARD,1.4,10,18,10.3,Petrol,23
4074,69.45389142,166,6.1,1.6,5,4,8.4,Automatic,85,MID-SIZE,1.51,10,15,6.8,Petrol,36
4075,69.54973801,213,12.5,1.6,5,4,8.3,Automatic,99,MID-SIZE,1.47,10,18,9.4,Gas,48
4076,78.96194142,286,9.5,2.9,5,4,7.7,Automatic,70,COMPACT,1.52,10,16,7.9,Gas,31
4077,107.7659801,294,11,2,14,6,7.7,Automatic,160,COMPACT,1.49,10,18,9.7,Diesel,35
4078,113.4112419,212,12,1.7,4,4,7.1,Automatic,102,SUBCOMPACT,1.24,10,15,7.2,Petrol,38
4079,58.52367147,240,6,2,5,4,6.8,Automatic,70,COMPACT,1.31,10,17,6.5,Petrol,37
4080,92.1870361,283,13.6,4.8,3,8,16.4,Manual,212,TWO-SEATER,1.63,10,17,16.1,Gas,21
4081,110.0804266,295,11.7,2.2,5,4,9.1,Automatic,114,SUV - SMALL,1.28,10,18,10.3,Petrol,27
4082,65.53910734,310,17.8,2.1,5,4,12,Automatic,164,SUV - SMALL,1.28,10,17,6.9,Petrol,29
4083,72.57865612,275,11.9,4.9,2,6,13.6,Manual,378,TWO-SEATER,1.27,10,19,9.4,Gas,25
4084,63.78609642,184,9.1,1.8,14,4,11.3,Automatic,100,MID-SIZE,1.62,10,18,6.1,Petrol,34
4085,64.03344737,364,28.5,5.8,15,8,24.1,Automatic,320,SUV - STANDARD,1.39,10,23,14,Petrol,13
4086,161.4330339,277,8,3.4,4,6,12.1,Automatic,158,SUBCOMPACT,1.39,10,18,8.4,Gas,26
4087,44.78507506,326,25.4,5.7,15,8,13.7,Automatic,324,SUV - STANDARD,1.53,10,22,11.8,Petrol,17
4088,75.8942093,157,12.9,1.9,5,4,10.2,Manual,90,COMPACT,1.37,10,20,5.8,Petrol,35
4089,93.06724027,235,9.5,2.1,5,4,9.2,Automatic,133,SUV - SMALL,1.34,10,20,8.1,Gas,29
4090,62.83544554,278,11.5,2.5,5,6,9.5,Automatic,150,MID-SIZE,1.51,10,18,8.5,Diesel,25
4091,65.38900677,157,13.8,2.2,5,4,7,Automatic,71,COMPACT,1.61,10,17,8.9,Gas,30
4092,94.21163846,373,16.7,4.6,2,6,14.3,Manual,232,TWO-SEATER,1.46,10,19,10.7,Gas,24
4093,79.6859702,396,12.3,2.3,2,8,10.9,Manual,149,TWO-SEATER,1.61,10,17,8.7,Gas,26
4094,85.8513399,227,15.6,2.4,7,6,11.3,Automatic,175,PICKUP TRUCK - STANDARD,1.38,10,21,9.7,Petrol,25
4095,161.7372158,286,10.3,1.6,15,4,7.6,Automatic,86,COMPACT,1.34,10,16,6.9,Gas,32
4096,75.27653226,174,11.3,3.3,5,4,7.4,Automatic,104,COMPACT,1.45,10,16,9.9,Petrol,33
4097,106.9290769,292,13.4,4.6,2,8,18.1,Automatic,262,TWO-SEATER,1.21,10,25,10.1,Gas,29
4098,76.47226887,262,13.7,3.4,5,6,10.1,Automatic,153,COMPACT,1.47,10,18,9.5,Gas,22
4099,73.25034604,233,12,1.8,5,6,6.5,Automatic,151,COMPACT,1.33,10,17,9,Petrol,28
4100,67.07055088,190,13.6,3,5,6,13.9,Automatic,149,FULL-SIZE,1.09,10,16,9,Gas,21
4101,98.27238417,206,11.7,2.1,5,6,8.7,Automatic,96,MID-SIZE,1.28,10,17,6.4,Diesel,28
4102,101.0171634,275,14.5,5.6,5,6,14.4,Automatic,378,SUV - SMALL,1.4,10,25,14.6,Petrol,15
4103,63.04996937,280,19.3,5.5,5,8,18.9,Automatic,305,MID-SIZE,1.66,10,18,12.7,Gas,23
4104,75.70088185,274,18.2,4.3,4,6,12.7,Automatic,254,SUBCOMPACT,1.58,10,19,10.7,Gas,29
4105,77.02951207,170,6.3,1.4,12,4,6.3,Automatic,89,STATION WAGON - SMALL,0.91,10,14,5.2,Petrol,36
4106,61.16200031,264,18.1,4.8,7,8,16.7,Automatic,258,SUV - STANDARD,1.47,10,19,14.8,Gas,15
4107,106.8502777,261,28.4,4.5,5,8,18.1,Automatic,268,COMPACT,1.44,10,22,14.8,Petrol,16
4108,46.46328244,389,17.2,6.1,16,8,17.4,Automatic,229,PICKUP TRUCK - STANDARD,1.3,10,23,11.6,Petrol,19
4109,83.84251369,282,13.6,2.2,4,6,8.6,Automatic,175,MINICOMPACT,1.31,10,17,8.8,Gas,20
4110,69.62547953,333,15.8,3.2,4,6,14,Automatic,185,VAN - CARGO,1.35,10,22,18.7,Petrol,21
4111,57.04817488,432,23.1,5.6,16,8,24.9,Automatic,378,VAN - PASSENGER,1.38,10,24,20.3,Petrol,11
4112,70.30810562,299,12.9,3.6,5,6,12.7,Automatic,150,COMPACT,1.53,10,19,9.5,Gas,19
4113,74.68655094,241,13.2,2.5,5,4,6.1,Automatic,93,COMPACT,1.5,10,16,6.2,Gas,36
4114,90.24446398,419,18.6,5.1,5,8,19.9,Automatic,295,COMPACT,1.66,10,18,9.3,Gas,18
4115,59.46644902,315,18,4.4,4,11,12.1,Automatic,224,STATION WAGON - MID-SIZE,1.51,10,16,9.5,Gas,24
4116,78.25674564,229,12.1,2.4,5,6,11.2,Automatic,165,SUV - SMALL,1.33,10,17,9.3,Petrol,27
4117,66.87339461,449,28.5,6,14,8,25.8,Automatic,378,VAN - PASSENGER,1.26,10,25,19.7,Petrol,12
4118,73.18726378,270,13.7,3.3,7,6,13.8,Automatic,162,PICKUP TRUCK - STANDARD,1.39,10,18,10.1,Petrol,24
